patientid,statusid,name,description,staffid,datein,dateout,time_in,time_out,time_duration,census_reason_id,census_reason_txt,reason_txt,display_id
31637,1,Jill,New Pet,L12,8/1/2023 16:50:37,8/1/2023 17:57:10,16:50,17:57,1 h 7 m,,Wellness exam,,LVH
30969,1,Martin,New Pet,19,1/16/2023 10:22:50,1/16/2023 11:31:31,10:22,11:31,1 h 9 m,25,,Wellness,MPV
30969,1,Martin,Preventative Care Exam,19,2/13/2023 10:29:43,2/13/2023 10:57:59,10:29,10:57,28 m,,,,MPV
30969,1,Martin,Preventative Care Exam,16,3/15/2023 10:22:58,3/15/2023 10:47:20,10:22,10:47,25 m,,,,MPV
9758,1,Mabel,Preventative Care Exam,16,4/7/2023 14:09:49,4/7/2023 14:59:43,14:09,14:59,50 m,,,,MPV
30969,1,Martin,Technician Appointment,TK,4/7/2023 14:10:03,4/7/2023 14:59:43,14:10,14:59,49 m,,2nd Leuk,,MPV
30969,1,Martin,Short Procedure,19,6/6/2023 8:24:57,6/6/2023 15:43:13,8:24,15:43,7 h 19 m,,feline castration,,MPV
18490,1,Luca,Technician Appointment,TK,9/6/2022 15:47:49,9/6/2022 16:05:18,15:47,16:05,18 m,,lepto/lyme,,MPV
18490,1,Luca,TNT,TK,1/3/2023 9:41:08,1/3/2023 9:43:19,9:41,9:43,2 m,,,,MPV
18490,1,Luca,Sick,6,3/14/2023 13:37:10,3/14/2023 14:01:01,13:37,14:01,24 m,,,,MPV
18490,1,Luca,Preventative Care Exam,19,7/11/2023 9:53:56,7/11/2023 10:22:02,9:53,10:22,29 m,,,,MPV
16623-3,1,Sadie,Senior Exam,4,8/4/2022 13:01:06,8/4/2022 14:00:54,13:01,14:00,59 m,,,,MPV
16623-3,1,Sadie,Sick,19,6/8/2023 14:07:32,6/8/2023 14:49:00,14:07,14:49,42 m,,sore opened up on belly,,MPV
16623-3,1,Sadie,Senior Exam,6,8/3/2023 8:14:20,8/3/2023 8:34:52,8:14,8:34,20 m,,,,MPV
10544,3,Casey,Senior Exam,11,4/10/2023 14:41:29,4/10/2023 15:24:39,14:41,15:24,43 m,,,,MPV
10412,1,Mya,Senior Exam,11,5/1/2023 17:56:36,5/1/2023 18:44:32,17:56,18:44,48 m,,vacc and fecal,,MPV
10412,1,Mya,Recheck,11,5/17/2023 17:23:45,5/17/2023 17:43:16,17:23,17:43,20 m,,also vaccines for grooming,,MPV
26750,1,Frankie,Sick,11,8/8/2022 13:13:19,8/8/2022 13:55:13,13:13,13:55,42 m,,check ears,,MPV
26750,1,Frankie,Sick,11,10/26/2022 17:08:27,10/26/2022 17:44:03,17:08,17:44,36 m,,Right ear,,MPV
26750,1,Frankie,Recheck,11,11/14/2022 13:04:20,11/14/2022 13:38:35,13:04,13:38,34 m,,ears,,MPV
26750,1,Frankie,Recheck,11,11/28/2022 15:28:39,11/28/2022 15:45:10,15:28,15:45,17 m,,Ears,,MPV
26750,1,Frankie,Preventative Care Exam,11,1/23/2023 17:05:48,1/23/2023 17:31:35,17:05,17:31,26 m,,,,MPV
26750,1,Frankie,Technician Appointment,TK,2/13/2023 14:56:08,2/13/2023 15:08:52,14:56,15:08,12 m,,2nd bordetella/civ,,MPV
26750,1,Frankie,Sick,11,3/6/2023 16:44:04,3/6/2023 17:09:51,16:44,17:09,25 m,,cyst on leg  not healing,,MPV
25877,1,Bella,Preventative Care Exam,L19,12/2/2022 11:00:11,12/2/2022 11:42:15,11:00,11:42,42 m,,vacc,,LVH
25878,1,Junior,Preventative Care Exam,L19,12/2/2022 11:00:26,12/2/2022 11:43:17,11:00,11:43,43 m,,vacc,,LVH
25877,1,Bella,Sick,L24,4/26/2023 15:33:10,4/26/2023 15:56:31,15:33,15:56,23 m,,ear infection,,LVH
10920,1,Caramelo,Sick,11,5/10/2023 18:21:13,5/10/2023 19:06:38,18:21,19:06,45 m,,bloody stool,,MPV
10920,1,Caramelo,Preventative Care Exam,L24,6/28/2023 15:08:02,6/28/2023 15:38:35,15:08,15:38,30 m,,,,LVH
L7570,1,Chi,Senior Exam,L24,6/28/2023 15:08:22,6/28/2023 15:38:35,15:08,15:38,30 m,,,,LVH
27304,1,Monchy,Surgery,19,12/13/2022 7:43:03,12/14/2022 13:26:43,7:43,13:26,1 d 5 h 43 m,,Canine castration,,MPV
11459,3,Coco,Sick,L19,12/23/2022 8:38:17,12/23/2022 9:11:22,8:38,9:11,33 m,,,,LVH
27304,1,Monchy,Preventative Care Exam,L12,3/21/2023 16:26:41,3/21/2023 16:50:09,16:26,16:50,24 m,,vacc and fecal,,LVH
11459,3,Coco,Preventative Care Exam,L24,6/7/2023 16:37:13,6/7/2023 17:15:10,16:37,17:15,38 m,,,,LVH
11459,3,Coco,Euthanasia,L24,7/5/2023 16:45:35,7/5/2023 17:17:53,16:45,17:17,32 m,,,,LVH
32059,1,Chico,New Client,19,6/5/2023 17:01:56,6/5/2023 17:55:56,17:01,17:55,54 m,,,,MPV
32059,1,Chico,Preventative Care Exam,11,6/26/2023 17:43:37,6/26/2023 18:46:46,17:43,18:46,1 h 3 m,,2nd puppy,,MPV
32059,1,Chico,Preventative Care Exam,11,7/24/2023 17:42:54,7/24/2023 18:05:00,17:42,18:04,22 m,,next puppy shots,,MPV
31949,1,"America Grace ""Gracie""",New Client,L19,3/31/2023 15:28:09,3/31/2023 16:32:40,15:28,16:32,1 h 4 m,,"skin rash, pu",,LVH
31949,1,"America Grace ""Gracie""",Recheck,19,4/27/2023 13:25:15,4/27/2023 14:07:54,13:25,14:07,42 m,,UTI,,MPV
31949,1,"America Grace ""Gracie""",,6,4/28/2023 10:51:37,4/28/2023 16:07:47,10:51,16:07,5 h 16 m,,,,MPV
31949,1,"America Grace ""Gracie""",Sick,L12,5/16/2023 10:49:57,5/16/2023 11:18:50,10:49,11:18,29 m,,,,LVH
31949,1,"America Grace ""Gracie""",Sick,L19,6/9/2023 9:05:47,6/9/2023 9:33:10,9:05,9:33,28 m,,rash under front legs,,LVH
31949,1,"America Grace ""Gracie""",Sick,L16,7/3/2023 16:17:26,7/3/2023 16:48:04,16:17,16:48,31 m,,,,LVH
31949,1,"America Grace ""Gracie""",Sick,L12,8/1/2023 15:14:05,8/1/2023 15:51:06,15:14,15:51,37 m,,,,LVH
10310,1,Ruby,Sick,16,2/17/2023 11:35:58,2/17/2023 12:13:43,11:35,12:13,38 m,,tooth infection?,,MPV
10310,1,Ruby,Preventative Care Exam,6,3/30/2023 12:47:19,3/30/2023 13:09:34,12:47,13:09,22 m,,,,MPV
10310,1,Ruby,Dental,4,5/4/2023 7:54:43,5/4/2023 17:22:24,7:54,17:22,9 h 28 m,,OAT w/ Extractions,,MPV
27225,1,Blondie,Sick,6,8/17/2022 9:07:28,8/17/2022 9:25:12,9:07,9:25,18 m,,uti?,,MPV
27225,1,Blondie,Preventative Care Exam,19,12/27/2022 8:40:33,12/27/2022 9:04:04,8:40,9:04,24 m,,,,MPV
27225,1,Blondie,Sick,11,5/1/2023 13:43:57,5/1/2023 14:04:22,13:43,14:04,21 m,,ear infection,,MPV
27298,1,Nova,Sick,6,9/22/2022 14:03:14,9/22/2022 14:41:15,14:03,14:41,38 m,,ear infection,,MPV
27298,1,Nova,Sick,11,11/11/2022 10:06:44,11/11/2022 10:23:52,10:06,10:23,17 m,,,,MPV
27298,1,Nova,Preventative Care Exam,6,2/24/2023 8:05:23,2/24/2023 8:22:53,8:05,8:22,17 m,,,,MPV
15,1,Tug Boat,Preventative Care Exam,19,1/2/2023 11:26:48,1/2/2023 12:04:36,11:26,12:04,38 m,,,,MPV
15,1,Tug Boat,Lab Work,TK,5/16/2023 8:58:23,5/16/2023 9:10:41,8:58,9:10,12 m,,BW,,MPV
26681,1,Reef,Sick,19,9/14/2022 15:28:35,9/14/2022 15:48:32,15:28,15:48,20 m,,,,MPV
26681,1,Reef,Sick,16,10/6/2022 9:06:46,10/6/2022 9:45:44,9:06,9:45,39 m,,ate cat litter,,MPV
26681,1,Reef,Recheck,19,10/10/2022 8:57:26,10/10/2022 10:15:51,8:57,10:15,1 h 18 m,,,,MPV
26681,1,Reef,Lab Work,19,10/24/2022 11:51:13,10/24/2022 12:26:35,11:51,12:26,35 m,,,,MPV
26681,1,Reef,Sick,6,1/6/2023 8:26:16,1/6/2023 8:54:47,8:26,8:54,28 m,,diarrhea vomiting,,MPV
26681,1,Reef,Recheck,19,1/11/2023 9:28:53,1/11/2023 10:09:34,9:28,10:09,41 m,,diarrhea,,MPV
26681,1,Reef,Technician Appointment,TK,3/6/2023 9:26:49,3/6/2023 9:36:03,9:26,9:36,10 m,,lyme lepto,,MPV
26681,1,Reef,Sick,11,5/13/2023 12:36:28,5/13/2023 13:35:07,12:36,13:35,59 m,,Bubble in between paw pad,,MPV
26681,1,Reef,Recheck,19,5/20/2023 9:15:11,5/20/2023 9:32:00,9:15,9:31,16 m,,,,MPV
26681,1,Reef,Surgery,19,5/30/2023 8:09:39,5/31/2023 14:03:34,8:09,14:03,1 d 5 h 54 m,,Canine castration,,MPV
26681,1,Reef,Suture Removal,19,6/12/2023 10:44:33,6/12/2023 11:44:47,10:44,11:44,1 h 0 m,,,,MPV
17344,1,Toby,Preventative Care Exam,11,10/26/2022 14:35:10,10/26/2022 15:01:55,14:35,15:01,26 m,,Exam & vaccines,,MPV
17976,3,Lucky,Emergency,6,11/10/2022 9:45:24,11/10/2022 9:54:01,9:45,9:54,9 m,,seizure/pts,,MPV
17344,1,Toby,Sick,19,8/3/2023 15:53:29,8/3/2023 16:27:28,15:53,16:27,34 m,,ear infection,,MPV
32904,1,Puppy 1,New Pet,M11,7/18/2023 11:44:10,7/18/2023 12:25:49,11:44,12:25,41 m,,Litter exam,,MET
28083,1,Ares,Technician Appointment,TK,8/11/2022 12:05:42,8/11/2022 12:18:32,12:05,12:18,13 m,,Lep2 Lyme2,,MPV
27916,1,Mia,Sick,16,11/18/2022 14:51:53,11/18/2022 16:18:06,14:51,16:18,1 h 27 m,,peeing outside box,,MPV
27916,1,Mia,Recheck,16,12/9/2022 10:20:27,12/9/2022 11:15:21,10:20,11:15,55 m,,,,MPV
28083,1,Ares,Sick,6,2/24/2023 17:22:00,2/24/2023 17:57:41,17:22,17:57,35 m,,ear infection weight loss,,MPV
28083,1,Ares,Preventative Care Exam,19,6/29/2023 12:24:26,6/29/2023 13:03:46,12:24,13:03,39 m,,Wellnesss and vacc,,MPV
17876,1,Harley,Sick,4,9/19/2022 8:34:14,9/19/2022 9:03:44,8:34,9:03,29 m,,hot spot,,MPV
17876,1,Harley,Sick,6,12/1/2022 16:23:42,12/1/2022 17:57:03,16:23,17:57,1 h 34 m,,GI issues/not eating,,MPV
17876,1,Harley,Sick,16,1/11/2023 17:09:42,1/11/2023 17:47:07,17:09,17:47,38 m,,Cough since surgery,,MPV
17876,1,Harley,Sick,L12,1/24/2023 15:28:45,1/24/2023 15:52:28,15:28,15:52,24 m,,check lump,,LVH
17876,1,Harley,Preventative Care Exam,24,3/8/2023 11:41:58,3/8/2023 12:22:07,11:41,12:22,41 m,,,,MPV
17876,1,Harley,Technician Appointment,TK,3/22/2023 10:15:37,3/22/2023 10:34:58,10:15,10:34,19 m,,Lyme and LEP,,MPV
17876,1,Harley,Technician Appointment,TK,5/8/2023 9:26:33,5/8/2023 9:46:28,9:26,9:46,20 m,,lyme/lep,,MPV
17876,1,Harley,Sick,L16,5/22/2023 10:24:04,5/22/2023 10:52:44,10:24,10:52,28 m,,,,LVH
17876,1,Harley,Recheck,11,6/14/2023 16:17:24,6/14/2023 17:13:55,16:17,17:13,56 m,,"recheck, gags",,MPV
29836,1,Blue,Surgery,24,6/15/2023 7:39:32,6/16/2023 15:21:25,7:39,15:21,1 d 7 h 42 m,,Canine castration,,MPV
17439,1,Winnie,Sick,16,8/17/2022 10:50:03,8/17/2022 11:21:49,10:50,11:21,31 m,,,,MPV
22325,1,Brook,Sick,6,10/12/2022 8:28:25,10/12/2022 8:57:20,8:28,8:57,29 m,,limping,,MPV
17439,1,Winnie,Preventative Care Exam,6,2/9/2023 17:33:28,2/9/2023 17:54:51,17:33,17:54,21 m,,,,MPV
31527,1,Lily,New Client,6,3/2/2023 10:04:59,3/2/2023 10:59:44,10:04,10:59,55 m,,"Sr wellness, lyme/lepto/bord",,MPV
31527,1,Lily,Sick,4,6/20/2023 14:19:04,6/20/2023 14:57:10,14:19,14:57,38 m,,,,MPV
22442,1,Chesed,Preventative Care Exam,4,4/20/2023 9:54:45,4/20/2023 10:32:20,9:54,10:32,38 m,,,,MPV
22886,1,King,Preventative Care Exam,4,4/20/2023 9:55:00,4/20/2023 10:32:20,9:55,10:32,37 m,,,,MPV
21137,1,Lakota,Preventative Care Exam,M11,5/23/2023 12:17:23,5/23/2023 12:39:32,12:17,12:39,22 m,,vacc and fecal,,MET
17144-2,1,Milkyway,Senior Exam,4,7/14/2023 15:16:34,7/14/2023 15:42:47,15:16,15:42,26 m,,,,MPV
32884,3,Onyx,New Client,24,7/7/2023 15:48:13,7/7/2023 17:05:48,15:48,17:05,1 h 17 m,,blood pressure eye issue,,MPV
32884,3,Onyx,Recheck,24,7/21/2023 9:57:05,7/21/2023 11:41:08,9:57,11:41,1 h 44 m,,bp,,MPV
32883,1,Anna,New Pet,4,7/27/2023 8:32:20,7/27/2023 9:18:44,8:32,9:18,46 m,,,,MPV
5287,1,Jackson,Sick,11,10/1/2022 10:49:21,10/1/2022 11:04:11,10:49,11:04,15 m,,Lump on chest,,MPV
5286,1,Gypsy,Senior Exam,6,5/9/2023 18:47:34,5/9/2023 19:18:24,18:47,19:18,31 m,,,,MPV
5287,1,Jackson,Senior Exam,6,5/9/2023 18:47:54,5/9/2023 19:18:24,18:47,19:18,31 m,,,,MPV
20342,1,Bailey,Technician Appointment,TK,8/4/2022 9:02:00,8/4/2022 9:14:14,9:01,9:14,13 m,,cytopoint,,MPV
20342,1,Bailey,Technician Appointment,TK,11/2/2022 16:05:31,11/2/2022 16:17:46,16:05,16:17,12 m,,cytopoint,,MPV
20342,1,Bailey,Preventative Care Exam,16,11/16/2022 9:30:06,11/16/2022 10:14:44,9:30,10:14,44 m,,talk about breeding,,MPV
29545,1,Cooper,New Client,4,9/13/2022 10:09:09,9/13/2022 10:52:28,10:09,10:52,43 m,,wellness/est a vet,,MPV
29545,1,Cooper,Preventative Care Exam,19,12/29/2022 12:25:46,12/29/2022 13:05:05,12:25,13:05,40 m,,,,MPV
29545,1,Cooper,Sick,19,2/23/2023 12:56:19,2/23/2023 13:24:36,12:56,13:24,28 m,,off balance,,MPV
29545,1,Cooper,Sick,4,4/24/2023 19:01:36,4/24/2023 19:52:42,19:01,19:52,51 m,,eye infection,,MPV
29545,1,Cooper,Sick,4,5/15/2023 9:58:03,5/15/2023 10:45:00,9:58,10:44,46 m,,snorting????,,MPV
29545,1,Cooper,Surgery,19,6/20/2023 7:01:01,6/20/2023 17:50:33,7:01,17:50,10 h 49 m,,,,MPV
31470,1,Oscar,New Client,L12,2/14/2023 14:40:33,2/14/2023 15:16:19,14:40,15:16,36 m,25,,Wellness,LVH
31470,1,Oscar,Technician Appointment,L12,5/9/2023 11:07:52,5/9/2023 11:17:13,11:07,11:17,10 m,,,,LVH
19767,1,Koko,Preventative Care Exam,L12,9/8/2022 11:58:43,9/8/2022 12:18:53,11:58,12:18,20 m,,,,LVH
20502,1,Feliche,Preventative Care Exam,L12,9/8/2022 11:58:55,9/8/2022 12:18:53,11:58,12:18,20 m,,,,LVH
19334,1,Sweet Pea,Technician Appointment,L12,9/20/2022 15:15:00,9/20/2022 15:25:46,15:15,15:25,10 m,,convenia inj,,LVH
19334,1,Sweet Pea,Exam,6,11/9/2022 8:13:07,11/9/2022 8:29:49,8:13,8:29,16 m,,convenia injection,,MPV
31042,1,Bella,New Pet,6,1/19/2023 10:46:42,1/19/2023 11:29:13,10:46,11:29,43 m,,pce,,MPV
31040,1,Milo,New Pet,6,1/19/2023 10:46:55,1/19/2023 11:29:13,10:46,11:29,43 m,,pce,,MPV
19334,1,Sweet Pea,Senior Exam,6,7/11/2023 16:17:02,7/11/2023 16:37:29,16:17,16:37,20 m,,,,MPV
27659,1,Finnegan,Surgery,6,9/14/2022 7:26:43,9/15/2022 10:25:49,7:26,10:25,1 d 2 h 59 m,,Canine castration,,MPV
27659,1,Finnegan,Sick,19,10/8/2022 12:39:06,10/8/2022 13:12:06,12:39,13:12,33 m,,v/d,,MPV
27659,1,Finnegan,Preventative Care Exam,11,4/10/2023 16:54:42,4/10/2023 17:18:26,16:54,17:18,24 m,,vacc and fecal,,MPV
13043,1,Zeke,Preventative Care Exam,6,4/11/2023 16:07:52,4/11/2023 16:30:12,16:07,16:30,23 m,,vacc and fecal,,MPV
28198,1,Ajani,Short Procedure,4,8/29/2022 7:53:19,8/29/2022 16:21:12,7:53,16:21,8 h 28 m,,castration +/- front declaw,,MPV
28198,1,Ajani,Preventative Care Exam,16,5/5/2023 15:32:44,5/5/2023 16:11:22,15:32,16:11,39 m,,,,MPV
11776,1,Jack,Senior Exam,L16,9/26/2022 19:12:10,9/26/2022 19:37:11,19:12,19:37,25 m,,,,LVH
11776,1,Jack,Lab Work,L12,11/16/2022 18:57:08,11/16/2022 19:03:49,18:57,19:03,6 m,,Adult k-9 Wellness panel,,LVH
30853,1,Chester,New Client,6,12/22/2022 9:54:03,12/22/2022 10:17:51,9:54,10:17,23 m,,wellness/vaccines,,MPV
30853,1,Chester,Emergency,19,2/9/2023 18:52:13,2/11/2023 11:04:10,18:52,11:04,1 d 16 h 12 m,,Blocked,,MPV
4159,1,Winnie,Sick,16,12/14/2022 17:51:36,12/14/2022 19:41:17,17:51,19:41,1 h 50 m,,"Constipated, straining",,MPV
31807,1,Casper,New Client,6,4/4/2023 18:24:14,4/4/2023 19:19:13,18:24,19:19,55 m,25,,Wellness,MPV
31807,1,Casper,Technician Appointment,TK,4/27/2023 19:18:14,4/27/2023 19:29:38,19:18,19:29,11 m,,,,MPV
31807,1,Casper,Technician Appointment,TK,5/18/2023 19:01:09,5/18/2023 19:11:04,19:01,19:11,10 m,,2nd Lyme,,MPV
22637,1,Haku,Technician Appointment,TK,10/7/2022 10:38:32,10/7/2022 11:14:00,10:38,11:13,35 m,,bladderx-rays,,MPV
22637,1,Haku,Surgery,4,10/11/2022 8:27:20,10/12/2022 16:03:49,8:27,16:03,1 d 7 h 36 m,,bladder stone removal,,MPV
21993,1,Baron,Preventative Care Exam,6,5/16/2023 14:21:52,5/16/2023 14:52:43,14:21,14:52,31 m,,,,MPV
21653,1,Charlie,Drop off - Admit,19,8/9/2022 7:32:32,8/9/2022 17:05:40,7:32,17:05,9 h 33 m,,Urine collection for Panel,,MPV
21653,1,Charlie,Drop off - Admit,16,9/27/2022 7:33:47,9/27/2022 14:57:59,7:33,14:57,7 h 24 m,,collect urine,,MPV
21363,1,Lacey,Preventative Care Exam,16,10/18/2022 8:16:04,10/18/2022 8:35:18,8:16,8:35,19 m,,,,MPV
21653,1,Charlie,Senior Exam,4,7/25/2023 8:19:52,7/25/2023 8:39:38,8:19,8:39,20 m,,,,MPV
31576,1,Hunter,New Client,11,3/6/2023 11:31:47,3/6/2023 11:57:21,11:31,11:57,26 m,,pce,,MPV
16247,1,Nala,Sick,16,9/8/2022 9:46:47,9/8/2022 10:30:48,9:46,10:30,44 m,,check paw,,MPV
16247,1,Nala,Recheck,16,11/4/2022 8:56:37,11/4/2022 9:29:37,8:56,9:29,33 m,,Paw,,MPV
12608,1,Pepper,Preventative Care Exam,11,1/9/2023 12:25:57,1/9/2023 12:54:02,12:25,12:54,29 m,,,,MPV
13148,1,Noelle,Preventative Care Exam,11,8/19/2022 11:29:28,8/19/2022 11:57:07,11:29,11:57,28 m,,check ears,,MPV
13148,1,Noelle,Sick,11,11/30/2022 13:51:10,11/30/2022 14:21:42,13:51,14:21,30 m,,Limping,,MPV
13148,1,Noelle,Sick,24,2/21/2023 13:47:18,2/21/2023 14:47:54,13:47,14:47,1 h 0 m,,check ears,,MPV
13148,1,Noelle,Preventative Care Exam,M6,6/22/2023 11:40:19,6/22/2023 12:19:28,11:40,12:19,39 m,,,,MET
23281,1,Beck,Sick,M11,9/24/2022 9:50:16,9/24/2022 10:31:52,9:50,10:31,41 m,,uti?,,MET
17983,1,Nutcracker,Preventative Care Exam,6,3/1/2023 8:28:06,3/1/2023 8:50:47,8:28,8:50,22 m,,,,MPV
22629,1,Tele Sue,Preventative Care Exam,19,5/23/2023 9:06:36,5/23/2023 9:47:24,9:06,9:47,41 m,,,,MPV
30556,1,Pluto,New Client,11,11/21/2022 11:31:52,11/21/2022 12:15:35,11:31,12:15,44 m,,shaking/seems in pain/rash,,MPV
30556,1,Pluto,Recheck,11,12/7/2022 15:59:52,12/7/2022 16:33:39,15:59,16:33,34 m,,,,MPV
30556,1,Pluto,Technician Appointment,TK,1/9/2023 16:21:25,1/9/2023 16:30:34,16:21,16:30,9 m,,Cytopoint,,MPV
30556,1,Pluto,TNT,TK,3/1/2023 9:39:22,3/1/2023 9:47:44,9:39,9:47,8 m,,,,MPV
30556,1,Pluto,Technician Appointment,TK,3/6/2023 16:27:42,3/6/2023 16:35:48,16:27,16:35,8 m,,Cytopoint,,MPV
30556,1,Pluto,TNT,TK,5/1/2023 16:13:48,5/1/2023 16:24:41,16:13,16:24,11 m,,nails & Cytopoint,,MPV
30556,1,Pluto,TNT,TK,6/19/2023 16:30:16,6/19/2023 16:40:06,16:30,16:40,10 m,,,,MPV
30556,1,Pluto,Cytopoint Injection,TK,8/2/2023 15:53:28,8/2/2023 16:05:44,15:53,16:05,12 m,,Cytopoint and TNT,,MPV
17970,1,Samson,Preventative Care Exam,11,4/12/2023 11:44:53,4/12/2023 12:30:22,11:44,12:30,46 m,,,,MPV
17970,1,Samson,Dental,6,5/12/2023 8:47:55,5/12/2023 16:03:47,8:47,16:03,7 h 16 m,,OAT,,MPV
5426,1,Nila,Sick,11,5/22/2023 15:51:08,5/22/2023 16:27:03,15:51,16:27,36 m,,sore on lip growing,,MPV
L6101-2,1,Nina,Sick,L16,12/26/2022 16:14:25,12/26/2022 16:57:06,16:14,16:57,43 m,,,,LVH
L6101-2,1,Nina,Drop off - Admit,16,1/11/2023 7:40:40,1/11/2023 17:26:10,7:40,17:26,9 h 46 m,,LDDST,,MPV
L6101-2,1,Nina,Drop off - Admit,16,2/2/2023 7:39:42,2/2/2023 15:18:13,7:39,15:18,7 h 39 m,,ACTH Stim,,MPV
L6101-2,1,Nina,Drop off - Admit,16,2/21/2023 7:52:31,2/21/2023 15:17:14,7:52,15:17,7 h 25 m,,ACTH STIM,,MPV
L6101-2,1,Nina,Drop off - Admit,16,5/10/2023 7:35:01,5/10/2023 15:11:45,7:35,15:11,7 h 36 m,,ACTH Stim/Vaccines,,MPV
L6101-2,1,Nina,Senior Exam,L16,5/22/2023 18:30:04,5/22/2023 18:52:17,18:30,18:52,22 m,,,,LVH
30699,1,Cleo,Sick,L4,11/30/2022 15:20:50,11/30/2022 15:49:32,15:20,15:49,29 m,,vomitting,,LVH
10617,1,Pepper,Senior Exam,L16,7/31/2023 16:29:53,7/31/2023 17:13:08,16:29,17:13,44 m,,vaccines,,LVH
27699,1,Ellie,Lab Work,L19,9/9/2022 8:26:22,9/9/2022 8:31:34,8:26,8:31,5 m,,,,LVH
27699,1,Ellie,Preventative Care Exam,L12,11/22/2022 8:52:53,11/22/2022 9:11:41,8:52,9:11,19 m,,,,LVH
27699,1,Ellie,Technician Appointment,L16,12/26/2022 9:13:58,12/26/2022 9:17:12,9:13,9:17,4 m,,,,LVH
30588,1,Noah,New Pet,16,11/30/2022 13:38:45,11/30/2022 14:18:09,13:38,14:18,40 m,,,,MPV
30588,1,Noah,Preventative Care Exam,16,12/21/2022 13:26:30,12/21/2022 13:54:49,13:26,13:54,28 m,,,,MPV
30588,1,Noah,Surgery,4,3/27/2023 7:38:13,3/28/2023 9:15:34,7:38,9:15,1 d 1 h 37 m,,canine castrate,,MPV
30588,1,Noah,Sick,6,3/31/2023 10:05:36,3/31/2023 10:33:05,10:05,10:33,28 m,,post-sx issues,,MPV
30588,1,Noah,TNT,LTK,5/8/2023 8:54:27,5/8/2023 9:00:46,8:54,9:00,6 m,,,,LVH
30588,1,Noah,TNT,TK,6/12/2023 9:25:43,6/12/2023 9:35:30,9:25,9:35,10 m,,,,MPV
30588,1,Noah,TNT,TK,7/10/2023 9:31:58,7/10/2023 9:45:33,9:31,9:45,14 m,,,,MPV
30516,1,Cooper,New Pet,16,11/30/2022 10:50:10,11/30/2022 11:22:39,10:50,11:22,32 m,,new puppy wellness,,MPV
30516,1,Cooper,Preventative Care Exam,16,12/21/2022 8:48:57,12/21/2022 9:05:27,8:48,9:05,17 m,,puppy vx,,MPV
30516,1,Cooper,Technician Appointment,TK,12/29/2022 10:19:28,12/29/2022 10:28:16,10:19,10:28,9 m,,bordetella,,MPV
30516,1,Cooper,TNT,TK,1/21/2023 11:45:00,1/21/2023 11:49:28,11:44,11:49,5 m,,,,MPV
30516,1,Cooper,Sick,4,4/24/2023 17:57:30,4/24/2023 18:29:49,17:57,18:29,32 m,,diarrhea,,MPV
9013,1,Buddy,Senior Exam,4,9/26/2022 16:20:57,9/26/2022 16:49:16,16:20,16:49,29 m,,,,MPV
9013,1,Buddy,Sick,19,11/9/2022 11:13:24,11/9/2022 11:48:22,11:13,11:48,35 m,,,,MPV
9013,1,Buddy,Sick,4,1/30/2023 18:33:53,1/30/2023 19:30:38,18:33,19:30,57 m,,,,MPV
9013,1,Buddy,Recheck,11,2/8/2023 16:37:27,2/8/2023 17:07:56,16:37,17:07,30 m,,,,MPV
9013,1,Buddy,Sick,4,6/27/2023 9:06:37,6/27/2023 9:33:38,9:06,9:33,27 m,,Onion toxicity?,,MPV
21922,1,Doc,Preventative Care Exam,L12,3/10/2023 11:05:53,3/10/2023 11:41:51,11:05,11:41,36 m,,tnt,,LVH
29368,1,Ginger,New Client,6,8/25/2022 10:05:19,8/25/2022 10:40:02,10:05,10:40,35 m,,NP/Wellness,,MPV
29368,1,Ginger,Sick,M11,5/5/2023 12:29:08,5/5/2023 12:54:36,12:29,12:54,25 m,,vomitting since last night,,MET
21189,1,Mya,Not Wellness,11,10/3/2022 13:17:12,10/3/2022 13:47:59,13:17,13:47,30 m,,,,MPV
20393,1,Bear,Preventative Care Exam,4,10/21/2022 8:42:08,10/21/2022 8:57:24,8:42,8:57,15 m,,,,MPV
21189,1,Mya,Lab Work,TK,11/21/2022 9:26:04,11/21/2022 9:51:50,9:26,9:51,25 m,,BW IL10139,,MPV
21189,1,Mya,Dental,4,11/28/2022 7:32:29,11/28/2022 17:20:34,7:32,17:20,9 h 48 m,,Mass Removal,,MPV
21189,1,Mya,Suture Removal,4,12/12/2022 16:50:10,12/12/2022 17:13:42,16:50,17:13,23 m,,,,MPV
21134,1,Maverick,Sick,19,6/13/2023 16:30:18,6/13/2023 19:09:19,16:30,19:09,2 h 39 m,,UTI? frequent trips outside,,MPV
21134,1,Maverick,Sick,16,6/16/2023 11:45:03,6/16/2023 13:05:32,11:45,13:05,1 h 20 m,,bloody urine,,MPV
21134,1,Maverick,Preventative Care Exam,4,6/19/2023 8:40:55,6/19/2023 9:17:57,8:40,9:17,37 m,,check fatty lumps,,MPV
21189,1,Mya,Sick,4,6/22/2023 9:41:09,6/22/2023 10:26:17,9:41,10:26,45 m,,back knee issue,,MPV
21134,1,Maverick,Surgery,4,6/26/2023 7:31:16,6/26/2023 17:39:29,7:31,17:39,10 h 8 m,,remove stone/mouth growt,,MPV
26126,1,Leia,Emergency,4,12/6/2022 11:02:15,12/6/2022 11:19:12,11:02,11:19,17 m,,eye suddenly swelling,,MPV
