"patientid","description","staffid","datein","dateout","visit_details","location","app_type","app_subtype","duration_min","details"
"22851","recheck","24",2023-05-01 13:23:25,2023-05-01 13:45:25,NA,"mpv","doctor",NA,22,"recheck"
"22851","cytopoint injection","tk",2023-05-15 09:43:00,2023-05-15 09:51:20,NA,"mpv","tech_app",NA,8,"misc tech appointment"
"22851","sick","6",2023-07-26 15:17:56,2023-07-26 15:59:38,"check skin","mpv","doctor",NA,42,"sick"
"31390","sick","16",2023-02-01 16:11:42,2023-02-01 18:55:48,"kidney?","mpv","doctor",NA,164,"sick"
"17016","preventative care exam","11",2023-06-23 10:57:07,2023-06-23 11:43:51,"vacc and fecal","mpv","doctor",NA,47,"preventative care exam"
"5572","dental","6",2022-09-14 08:12:25,2022-09-14 15:50:57,NA,"mpv","admit",NA,459,NA
"5572","preventative care exam","19",2023-04-11 15:16:44,2023-04-11 15:55:19,NA,"mpv","doctor",NA,39,"preventative care exam"
"22947","sick","11",2022-10-13 12:58:58,2022-10-13 13:13:46,NA,"lvh","doctor",NA,15,"sick"
"29898","new client","11",2022-09-28 12:21:33,2022-09-28 13:41:12,"establish vet","mpv","doctor",NA,80,"new client"
"29898","lab work","tk",2022-11-01 15:58:02,2022-11-01 16:20:23,"phosphorus check to idexx","mpv","tech_app",NA,22,"lab work"
"29899","emergency","6",2022-11-03 13:12:45,2022-11-03 14:43:53,NA,"mpv","doctor",NA,91,"emergency"
"29898","lab work","tk",2023-02-14 14:02:22,2023-02-14 14:24:12,NA,"mpv","tech_app",NA,22,"lab work"
"20473-1","drop off - admit","16",2022-09-01 08:18:03,2022-09-01 19:46:23,"glucose curve","mpv","admit",NA,688,NA
"20473-1","drop off - admit","16",2022-09-22 08:26:45,2022-09-22 16:15:59,NA,"mpv","admit",NA,469,NA
"20473-1","recheck","16",2022-09-27 13:40:22,2022-09-27 14:05:02,"+ apply libre","mpv","doctor",NA,25,"recheck"
"20473-1","unknown","tk",2022-10-21 16:46:11,2022-10-21 17:23:43,NA,"mpv","tech_app",NA,38,"misc tech appointment"
"20473-1","sick","11",2022-11-23 18:07:19,2022-11-23 19:44:11,"v/d, lethargic","mpv","doctor",NA,97,"sick"
"12698","preventative care exam","19",2023-04-20 18:31:02,2023-04-20 19:06:18,NA,"mpv","doctor",NA,35,"preventative care exam"
"8233","preventative care exam","12",2023-01-31 14:06:04,2023-01-31 14:33:43,"vacc and fecal","lvh","doctor",NA,28,"preventative care exam"
"29355","new pet","19",2022-08-15 12:08:51,2022-08-15 12:39:50,NA,"mpv","doctor",NA,31,"new pet"
"29355","preventative care exam","19",2022-09-12 10:22:32,2022-09-12 10:51:42,NA,"mpv","doctor",NA,29,"preventative care exam"
"20572","preventative care exam","19",2022-10-04 08:31:37,2022-10-04 09:07:29,NA,"mpv","doctor",NA,36,"preventative care exam"
"29355","technician appointment","tk",2022-10-04 08:32:13,2022-10-04 09:07:29,NA,"mpv","tech_app",NA,35,"misc tech appointment"
"20605","preventative care exam","6",2023-07-25 16:09:57,2023-07-25 16:24:17,NA,"mpv","doctor",NA,14,"preventative care exam"
"19887","preventative care exam","4",2022-09-21 14:29:31,2022-09-21 14:47:30,NA,"lvh","doctor",NA,18,"preventative care exam"
"29013","preventative care exam","11",2022-08-16 16:39:59,2022-08-16 17:02:48,"last da2pp","met","doctor",NA,23,"preventative care exam"
"29013","emergency","11",2022-08-17 19:37:21,2022-08-17 20:03:22,"pet acting lethergic.","mpv","doctor",NA,26,"emergency"
"29013","recheck","11",2022-09-09 16:37:00,2022-09-09 16:56:42,"ear  flu booster","met","doctor",NA,20,"recheck"
"29013","sick","16",2022-09-21 14:12:48,2022-09-21 14:30:12,"yellow eye discharge","mpv","doctor",NA,17,"sick"
"29013","sick","12",2022-10-18 15:19:28,2022-10-18 15:46:00,"acting funny","lvh","doctor",NA,27,"sick"
"l6116","sick","12",2022-09-20 10:56:46,2022-09-20 11:17:08,"bleeding from hind end","lvh","doctor",NA,20,"sick"
"l6116","recheck","12",2022-09-29 09:49:00,2022-09-29 10:03:16,NA,"lvh","doctor",NA,14,"recheck"
"17368","technician appointment","tk",2022-08-09 10:13:53,2022-08-09 10:31:10,"cytopoint inj","mpv","tech_app",NA,17,"misc tech appointment"
"17368","preventative care exam","4",2023-04-04 14:39:03,2023-04-04 15:16:34,NA,"mpv","doctor",NA,38,"preventative care exam"
"14416","senior exam","6",2023-05-24 08:44:13,2023-05-24 09:14:01,"vacc and fecal","mpv","doctor",NA,30,"senior exam"
"14415","preventative care exam","6",2023-05-25 10:00:08,2023-05-25 10:36:23,"vacc and fecal","mpv","doctor",NA,36,"preventative care exam"
"32607","new client","24",2023-06-21 13:08:13,2023-06-21 13:54:51,"check up, post pets","lvh","doctor",NA,47,"new client"
"10181","sick","4",2022-09-01 11:16:27,2022-09-01 11:58:38,"walking stiffly","mpv","doctor",NA,42,"sick"
"10181","technician appointment","tk",2022-09-23 11:08:48,2022-09-23 11:32:04,"bpm","mpv","tech_app",NA,23,"misc tech appointment"
"10181","technician appointment","tk",2022-10-12 10:04:41,2022-10-12 10:19:28,"solencia","mpv","tech_app",NA,15,"misc tech appointment"
"10181","technician appointment","tk",2022-11-14 14:04:38,2022-11-14 14:23:46,NA,"mpv","tech_app",NA,19,"misc tech appointment"
"10181","technician appointment","tk",2022-12-14 10:43:56,2022-12-14 10:57:09,NA,"mpv","tech_app",NA,13,"misc tech appointment"
"10181","technician appointment","tk",2023-01-13 10:31:09,2023-01-13 10:57:46,NA,"mpv","tech_app",NA,27,"misc tech appointment"
"10181","technician appointment","tk",2023-02-15 09:36:40,2023-02-15 09:53:27,"solensia","mpv","tech_app",NA,17,"misc tech appointment"
"10181","senior exam","4",2023-03-14 08:17:07,2023-03-14 08:44:05,"maybe b/w & solensia inj.","mpv","doctor",NA,27,"senior exam"
"10181","technician appointment","tk",2023-04-14 08:50:51,2023-04-14 09:01:52,"solensia inj","mpv","tech_app",NA,11,"misc tech appointment"
"10181","technician appointment","tk",2023-05-15 09:19:14,2023-05-15 09:38:14,"solensia","mpv","tech_app",NA,19,"misc tech appointment"
"10181","sick","16",2023-06-29 14:48:15,2023-06-29 15:42:31,"pu/pd, bp check","mpv","doctor",NA,54,"sick"
"10181","recheck","16",2023-07-13 10:18:27,2023-07-13 11:11:08,"check glucose levels","mpv","doctor",NA,53,"recheck"
"10181","recheck","16",2023-07-18 08:56:35,2023-07-18 09:59:38,"place libre sensor","mpv","doctor",NA,63,"recheck"
"10181","recheck","4",2023-08-02 09:51:42,2023-08-02 10:29:59,NA,"mpv","doctor",NA,38,"recheck"
"2284","sick","11",2022-09-12 14:13:28,2022-09-12 14:54:44,"ear infection","mpv","doctor",NA,41,"sick"
"2284","sick","16",2022-10-21 10:46:59,2022-10-21 11:17:12,"lump on side.","mpv","doctor",NA,30,"sick"
"27627","sick","11",2022-08-12 11:02:56,2022-08-12 11:42:12,NA,"lvh","doctor",NA,39,"sick"
"27627","recheck","12",2022-08-30 14:14:51,2022-08-30 14:38:54,NA,"lvh","doctor",NA,24,"recheck"
"27627","sick","12",2022-10-18 15:59:08,2022-10-18 16:24:12,"cough","lvh","doctor",NA,25,"sick"
"27627","surgery","19",2023-01-31 07:44:23,2023-01-31 17:35:22,"canine castration","mpv","admit",NA,591,NA
"27627","preventative care exam","16",2023-03-20 08:45:35,2023-03-20 09:04:36,"wellness & 'core' vaccines","lvh","doctor",NA,19,"preventative care exam"
"27627","technician appointment","tktk",2023-04-03 10:01:07,2023-04-03 10:12:04,"lyme, lepto, flu, 4dx","lvh","tech_app",NA,11,"misc tech appointment"
"27627","sick","24",2023-05-24 17:47:31,2023-05-24 18:14:40,"diarrhea/vomitting","lvh","doctor",NA,27,"sick"
"25494","sick","16",2022-08-04 09:51:12,2022-08-04 10:17:30,"v/d","mpv","doctor",NA,26,"sick"
"25494","preventative care exam","19",2022-10-11 08:29:01,2022-10-11 08:59:13,"lyme  lepto","mpv","doctor",NA,30,"preventative care exam"
"25494","preventative care exam","11",2023-03-20 14:55:40,2023-03-20 15:34:00,NA,"mpv","doctor",NA,38,"preventative care exam"
"25494","sick","16",2023-07-01 10:10:45,2023-07-01 10:36:30,NA,"mpv","doctor",NA,26,"sick"
"30134","new pet","4",2022-10-18 15:42:43,2022-10-18 16:12:12,"first kitty","mpv","doctor",NA,29,"new pet"
"30134","technician appointment","tk",2022-11-08 19:17:03,2022-11-08 19:32:30,"felv2","mpv","tech_app",NA,15,"misc tech appointment"
"30940","surgery","16",2023-01-05 08:32:02,2023-01-05 14:40:55,"neuter","mpv","admit",NA,369,NA
"29664","new pet","12",2022-09-08 11:10:00,2022-09-08 11:40:07,NA,"lvh","doctor",NA,30,"new pet"
"29664","preventative care exam","12",2022-09-29 11:07:20,2022-09-29 11:36:20,NA,"lvh","doctor",NA,29,"preventative care exam"
"29664","preventative care exam","12",2022-10-20 12:56:16,2022-10-20 13:18:22,"final puppy","lvh","doctor",NA,22,"preventative care exam"
"29560","new client","4",2022-09-07 14:22:18,2022-09-07 14:49:50,NA,"lvh","doctor",NA,28,"new client"
"9789","preventative care exam","6",2023-01-17 14:17:50,2023-01-17 14:41:31,NA,"mpv","doctor",NA,24,"preventative care exam"
"31622","new client","4",2023-02-28 09:50:21,2023-02-28 10:15:16,NA,"mpv","doctor",NA,25,"new client"
"31622","surgery","4",2023-03-28 08:16:12,2023-03-28 16:00:47,"mass removal","mpv","admit",NA,465,NA
"31622","suture removal","6",2023-04-11 13:31:18,2023-04-11 13:48:38,NA,"mpv","doctor",NA,17,"suture removal"
"10540","euthanasia","4",2023-04-18 09:30:55,2023-04-18 10:03:08,"private cremation","mpv","doctor",NA,32,NA
"4975","senior exam","12",2022-09-30 08:41:51,2022-09-30 09:06:57,NA,"lvh","doctor",NA,25,"senior exam"
"21851","tnt","19",2022-10-14 11:12:18,2022-10-14 11:17:44,NA,"lvh","tech_app",NA,5,"tnt"
"21851","tnt","tk",2022-10-18 17:23:55,2022-10-18 17:39:31,NA,"mpv","tech_app",NA,16,"tnt"
"4975","technician appointment","tk",2022-11-25 09:38:26,2022-11-25 09:48:17,"cytopoint","mpv","tech_app",NA,10,"misc tech appointment"
"4975","senior exam","19",2023-03-15 16:34:31,2023-03-15 17:01:50,"nails","lvh","doctor",NA,27,"senior exam"
"21851","preventative care exam","19",2023-03-17 09:56:44,2023-03-17 10:29:18,"nails","lvh","doctor",NA,33,"preventative care exam"
"4975","technician appointment","tktk",2023-04-28 13:52:44,2023-04-28 14:05:06,NA,"lvh","tech_app",NA,12,"misc tech appointment"
"4067","senior exam","12",2023-03-30 13:10:08,2023-03-30 13:35:37,NA,"lvh","doctor",NA,25,"senior exam"
"32149","new client","19",2023-05-19 17:05:31,2023-05-19 17:52:30,"puppy wellness","lvh","doctor",NA,47,"new client"
"32149","preventative care exam","19",2023-06-16 14:57:52,2023-06-16 15:26:37,"2nd puppy!","lvh","doctor",NA,29,"preventative care exam"
"32149","preventative care exam","19",2023-07-14 15:29:42,2023-07-14 15:47:48,"final distemper","lvh","doctor",NA,18,"preventative care exam"
"24661","sick","4",2022-09-14 15:48:02,2022-09-14 16:42:29,"hair on tail thinning","lvh","doctor",NA,54,"sick"
"24661","recheck","4",2022-10-10 08:19:07,2022-10-10 10:11:33,NA,"mpv","doctor",NA,112,"recheck"
"18814","tnt","12",2022-12-15 12:25:16,2022-12-15 12:31:26,NA,"lvh","tech_app",NA,6,"tnt"
"18814","recheck","4",2023-01-25 14:46:28,2023-01-25 15:11:02,"see pets","lvh","doctor",NA,25,"recheck"
"18814","tnt","6",2023-05-04 11:29:37,2023-05-04 11:40:48,NA,"lvh","tech_app",NA,11,"tnt"
"18814","sick","16",2023-06-16 09:02:03,2023-06-16 09:31:29,"paw infected maybe","mpv","doctor",NA,29,"sick"
"18814","sick","19",2023-07-07 09:25:53,2023-07-07 09:51:30,NA,"lvh","doctor",NA,26,"sick"
"30008","new client","11",2022-10-07 17:01:02,2022-10-07 17:22:02,NA,"met","doctor",NA,21,"new client"
"30322","new pet","11",2022-11-01 15:23:41,2022-11-01 15:51:20,"pce","met","doctor",NA,28,"new pet"
"30322","short procedure","4",2022-11-14 08:12:01,2022-11-14 17:09:04,"feline castration","mpv","admit",NA,537,NA
"30008","short procedure","16",2022-12-01 08:19:42,2022-12-01 16:17:07,"feline castration","mpv","admit",NA,477,NA
"25378","preventative care exam","6",2022-10-13 09:09:49,2022-10-13 09:26:43,NA,"mpv","doctor",NA,17,"preventative care exam"
"1350","sick","4",2022-08-25 10:02:31,2022-08-25 10:52:33,"breathing issues","mpv","doctor",NA,50,"sick"
"3464","sick","6",2022-11-09 09:58:51,2022-11-09 10:54:42,"skin issues","mpv","doctor",NA,56,"sick"
"1350","senior exam","19",2022-11-09 14:56:23,2022-11-09 15:39:33,NA,"mpv","doctor",NA,43,"senior exam"
"1350","technician appointment","tk",2023-01-19 13:40:13,2023-01-19 13:58:59,"bordetella","mpv","tech_app",NA,19,"misc tech appointment"
"1350","sick","6",2023-02-02 13:53:34,2023-02-02 14:25:36,NA,"mpv","doctor",NA,32,"sick"
"1350","sick","6",2023-03-28 16:04:36,2023-03-28 17:04:26,NA,"mpv","doctor",NA,60,"sick"
"3464","sick","11",2023-05-05 12:05:20,2023-05-05 13:18:11,NA,"met","doctor",NA,73,"sick"
"1350","sick","6",2023-05-10 16:33:49,2023-05-10 17:37:40,"rads + check eyes","mpv","doctor",NA,64,"sick"
"1350","recheck","6",2023-05-25 10:48:10,2023-05-25 11:23:36,"recheck eyes","mpv","doctor",NA,35,"recheck"
"1350","senior exam","6",2023-06-29 14:27:05,2023-06-29 15:18:15,"flu bordetella","met","doctor",NA,51,"senior exam"
"2981","senior exam","6",2023-06-29 14:27:21,2023-06-29 15:18:15,NA,"met","doctor",NA,51,"senior exam"
"3464","senior exam","6",2023-06-29 14:27:38,2023-06-29 15:18:15,"start flu vx for boarding","met","doctor",NA,51,"senior exam"
"1350","technician appointment","6",2023-07-13 12:54:47,2023-07-13 13:30:02,NA,"met","tech_app",NA,35,"misc tech appointment"
"2981","technician appointment","6",2023-07-13 13:26:10,2023-07-13 13:30:02,NA,"met","tech_app",NA,4,"misc tech appointment"
"3464","technician appointment","6",2023-07-13 13:26:28,2023-07-13 13:30:02,NA,"met","tech_app",NA,4,"misc tech appointment"
"32925","new client","6",2023-07-13 16:13:46,2023-07-13 16:58:12,"puppy wellness","met","doctor",NA,44,"new client"
"7863","sick","11",2022-09-02 10:34:27,2022-09-02 11:21:17,NA,"met","doctor",NA,47,"sick"
"7862","preventative care exam","11",2022-09-02 10:34:55,2022-09-02 11:21:17,NA,"met","doctor",NA,46,"preventative care exam"
"7862","preventative care exam","16",2023-05-26 14:41:55,2023-05-26 16:18:01,NA,"mpv","doctor",NA,96,"preventative care exam"
"7863","senior exam","16",2023-05-26 14:42:09,2023-05-26 16:18:01,NA,"mpv","doctor",NA,96,"senior exam"
"7862","surgery","16",2023-06-14 07:08:00,2023-06-14 16:36:22,"mass removal","mpv","admit",NA,568,NA
"7863","technician appointment","tk",2023-06-23 09:49:34,2023-06-23 10:51:39,"lyme/lepto","mpv","tech_app",NA,62,"misc tech appointment"
"7862","suture removal","11",2023-06-23 09:49:50,2023-06-23 10:51:39,NA,"mpv","doctor",NA,62,"suture removal"
"30659","sick","11",2022-11-25 09:21:36,2022-11-25 10:54:54,"breathing stuff :(","mpv","doctor",NA,93,"sick"
"32109","exotic exam","16",2023-04-20 09:23:54,2023-04-20 09:53:50,"check breathing","mpv","doctor",NA,30,"exotic exam"
"32109","exotic exam","16",2023-05-05 14:20:09,2023-05-05 14:55:02,NA,"mpv","doctor",NA,35,"exotic exam"
"12608","sick","11",2023-07-17 12:02:17,2023-07-17 12:46:26,"vomiting","mpv","doctor",NA,44,"sick"
"10158","technician appointment","tk",2022-10-05 15:17:46,2022-10-05 15:30:07,NA,"mpv","tech_app",NA,12,"misc tech appointment"
"10158","preventative care exam","16",2023-01-06 11:53:53,2023-01-06 12:29:32,"da2pp  cytopoint","mpv","doctor",NA,36,"preventative care exam"
"10158","senior exam","4",2023-02-28 14:15:51,2023-02-28 14:40:44,"+ cytopoint","mpv","doctor",NA,25,"senior exam"
"10158","sick","6",2023-04-04 19:09:00,2023-04-04 19:34:02,"hurt paw","mpv","doctor",NA,25,"sick"
"10158","cytopoint injection","tktk",2023-05-31 16:19:01,2023-05-31 16:29:26,NA,"lvh","tech_app",NA,10,"misc tech appointment"
"10158","tnt","24",2023-07-26 15:43:32,2023-07-26 15:51:34,NA,"lvh","tech_app",NA,8,"tnt"
"3511","preventative care exam","12",2023-01-26 12:07:01,2023-01-26 12:33:40,"vax, tnt, anal glands","lvh","doctor",NA,27,"preventative care exam"
"29691","new pet","6",2022-09-15 16:54:13,2022-09-15 17:30:14,"puppy vaccines","mpv","doctor",NA,36,"new pet"
"29691","technician appointment","tk",2022-10-06 17:45:42,2022-10-06 17:58:05,NA,"mpv","tech_app",NA,12,"misc tech appointment"
"29691","technician appointment","tk",2022-10-11 17:00:32,2022-10-11 17:08:20,"2nd flu","mpv","tech_app",NA,8,"misc tech appointment"
"29691","sick","6",2022-11-15 17:42:17,2022-11-15 18:12:48,NA,"mpv","doctor",NA,31,"sick"
"29691","sick","6",2022-11-18 15:58:41,2022-11-18 16:49:05,"vomited 5 x since last pm","mpv","doctor",NA,50,"sick"
"29691","radiology","16",2022-11-19 08:15:23,2022-11-19 10:57:33,NA,"mpv","doctor/admit",NA,162,NA
"29691","suture removal","11",2022-11-26 09:22:45,2022-11-26 09:36:09,NA,"mpv","doctor",NA,13,"suture removal"
"29691","recheck","6",2022-12-03 11:51:09,2022-12-03 12:34:49,"s/r","mpv","doctor",NA,44,"recheck"
"29691","recheck","6",2022-12-09 10:54:07,2022-12-09 11:16:42,NA,"mpv","doctor",NA,23,"recheck"
"29691","recheck","6",2022-12-13 18:24:29,2022-12-13 18:47:04,NA,"mpv","doctor",NA,23,"recheck"
"19774","preventative care exam","6",2023-02-14 16:55:06,2023-02-14 17:19:15,"vacc and fecal","mpv","doctor",NA,24,"preventative care exam"
"29691","sick","16",2023-02-27 19:08:18,2023-02-27 19:38:27,"vomiting x 3 days","lvh","doctor",NA,30,"sick"
"29691","sick","16",2023-03-01 14:30:07,2023-03-01 15:10:31,"still vomiting - rads now","mpv","doctor",NA,40,"sick"
"29691","pre surgical exam","19",2023-06-07 09:31:07,2023-06-07 09:48:18,"take off three warts","mpv","doctor",NA,17,NA
"18695","preventative care exam","6",2023-06-07 16:57:00,2023-06-07 17:15:03,NA,"mpv","doctor",NA,18,"preventative care exam"
"29691","surgery","19",2023-06-27 08:38:30,2023-06-27 19:34:11,"wart removal x4","mpv","admit",NA,656,NA
"29691","recheck","16",2023-07-06 16:15:39,2023-07-06 16:56:12,"sutures came out, opening","mpv","doctor",NA,41,"recheck"
"31591","new client","12",2023-03-02 10:19:27,2023-03-02 10:49:00,NA,"lvh","doctor",NA,30,"new client"
"31591","sick","16",2023-06-05 11:09:31,2023-06-05 11:38:59,"diarrhea x 1 week, tnt","lvh","doctor",NA,29,"sick"
"21335","preventative care exam","19",2023-01-09 14:07:18,2023-01-09 14:58:15,NA,"mpv","doctor",NA,51,"preventative care exam"
"21335","sick","19",2023-03-20 09:08:54,2023-03-20 09:51:18,"cut on top of foot","mpv","doctor",NA,42,"sick"
"21335","sick","6",2023-08-02 15:48:42,2023-08-02 16:19:26,NA,"mpv","doctor",NA,31,"sick"
"6138","preventative care exam","11",2022-09-21 17:30:03,2022-09-21 17:55:31,"rabies vaccination","mpv","doctor",NA,25,"preventative care exam"
"6138","senior exam","6",2023-02-02 17:25:57,2023-02-02 17:46:35,NA,"mpv","doctor",NA,21,"senior exam"
"10604","preventative care exam","6",2023-02-09 16:47:05,2023-02-09 17:19:46,NA,"mpv","doctor",NA,33,"preventative care exam"
"11674","sick","6",2023-04-28 16:09:34,2023-04-28 16:34:53,NA,"mpv","doctor",NA,25,"sick"
"11673","preventative care exam","19",2023-06-13 11:31:19,2023-06-13 11:50:46,NA,"mpv","doctor",NA,19,"preventative care exam"
"30018","new client","16",2022-10-14 14:54:13,2022-10-14 15:44:46,"pce","mpv","doctor",NA,51,"new client"
"30017","new client","16",2022-10-14 14:54:35,2022-10-14 15:44:46,"pce","mpv","doctor",NA,50,"new client"
"30017","sick","11",2023-05-31 17:50:10,2023-05-31 18:40:11,NA,"mpv","doctor",NA,50,"sick"
"30017","sick","19",2023-06-05 17:25:22,2023-06-05 18:14:30,"still ndw","mpv","doctor",NA,49,"sick"
"30017","unknown","tk",2023-06-06 17:36:02,2023-06-06 17:55:26,NA,"mpv","tech_app",NA,19,"misc tech appointment"
"29281","new pet","19",2022-08-15 15:15:29,2022-08-15 15:48:56,NA,"mpv","doctor",NA,33,"new pet"
"29280","new pet","19",2022-08-15 15:15:44,2022-08-15 15:48:56,NA,"mpv","doctor",NA,33,"new pet"
"29281","dental","19",2022-10-25 07:03:32,2022-10-25 17:55:12,"extraction(s)","mpv","admit",NA,652,NA
"25290","preventative care exam","4",2023-01-03 14:47:50,2023-01-03 15:23:38,"pregnancy? sched ovh?","mpv","doctor",NA,36,"preventative care exam"
"25290","surgery","4",2023-01-06 07:57:22,2023-01-07 10:33:08,"ovh","mpv","admit",NA,1596,NA
"22081","pre surgical exam","4",2023-04-13 13:26:19,2023-04-13 13:52:10,"exam for dental","mpv","doctor",NA,26,NA
"22081","dental","4",2023-05-09 07:17:06,2023-05-09 17:24:40,"oat gii w/extractions","mpv","admit",NA,608,NA
"20498-4","emergency","4",2023-06-17 09:23:51,2023-06-17 09:55:09,NA,"mpv","doctor",NA,31,"emergency"
"13171","sick","6",2022-10-17 16:37:00,2022-10-17 17:17:13,"bld in urine","mpv","doctor",NA,40,"sick"
"21516","senior exam","6",2022-11-10 17:29:23,2022-11-10 17:51:48,NA,"mpv","doctor",NA,22,"senior exam"
"21305","senior exam","6",2022-11-10 17:29:43,2022-11-10 17:51:48,NA,"mpv","doctor",NA,22,"senior exam"
"21305","sick","4",2023-04-24 18:05:26,2023-04-24 18:38:19,"ear mites","mpv","doctor",NA,33,"sick"
"20458","recheck","4",2022-08-11 10:06:22,2022-08-11 11:03:44,"follow up from furdunkin","mpv","doctor",NA,57,"recheck"
"27249","short procedure","16",2022-09-08 07:33:05,2022-09-08 16:01:15,"castrate","mpv","admit",NA,508,NA
